name,year,expenses,degree,enrollment,level,control
Christopher Newport University,2011,5088,0,905,Four or more years,Public
Missouri University of Science and Technology,2011,5085,0,904,Four or more years,Public
Northwest Missouri State University,2012,5082,0,902,Four or more years,Public
Northwest Missouri State University,2013,5078,0,901,Four or more years,Public
University of Mary Washington,2013,5077,0,900,Four or more years,Public
University of Mary Washington,2011,5074,0,899,Four or more years,Public
Christopher Newport University,2012,5071,0,896,Four or more years,Public
Christopher Newport University,2013,5071,0,895,Four or more years,Public
Idaho State University,2011,5066,0,894,Four or more years,Public
Missouri University of Science and Technology,2012,5065,0,893,Four or more years,Public
Missouri University of Science and Technology,2013,5061,0,893,Four or more years,Public
Idaho State University,2012,5060,0,893,Four or more years,Public
ECPI University,2012,5060,0,891,Four or more years,Private for-profit
Idaho State University,2013,5053,0,890,Four or more years,Public
Truman State University,2013,5052,0,889,Four or more years,Public
Strayer University-Virginia,2013,5045,0,889,Four or more years,Private for-profit
Truman State University,2011,5043,0,889,Four or more years,Public
Webster University,2011,5042,0,887,Four or more years,Private not-for-profit
Truman State University,2012,5039,0,886,Four or more years,Public
Strayer University-Virginia,2012,5029,0,886,Four or more years,Private for-profit
ECPI University,2013,5028,0,884,Four or more years,Private for-profit
Strayer University-Virginia,2011,5027,0,883,Four or more years,Private for-profit
Lindenwood University,2011,5022,0,882,Four or more years,Private not-for-profit
Lindenwood University,2012,5021,0,880,Four or more years,Private not-for-profit
College of William and Mary,2012,5018,0,879,Four or more years,Public
Southeast Missouri State University,2011,5017,0,878,Four or more years,Public
College of William and Mary,2011,5015,0,877,Four or more years,Public
College of William and Mary,2013,5015,0,876,Four or more years,Public
University of Missouri-Kansas City,2011,5013,0,875,Four or more years,Public
Washington University in St Louis,2011,5013,0,875,Four or more years,Private not-for-profit
Lindenwood University,2013,5009,0,874,Four or more years,Private not-for-profit
Washington University in St Louis,2013,5007,0,873,Four or more years,Private not-for-profit
Southeast Missouri State University,2012,5006,0,872,Four or more years,Public
Southeast Missouri State University,2013,5003,0,870,Four or more years,Public
Saint Louis University,2011,5000,0,868,Four or more years,Private not-for-profit
Saint Louis University,2012,4996,0,868,Four or more years,Private not-for-profit
Washington University in St Louis,2012,4994,0,868,Four or more years,Private not-for-profit
University of Idaho,2011,4993,0,867,Four or more years,Public
University of Central Missouri,2011,4992,0,867,Four or more years,Public
University of Phoenix-Southern California Campus,2013,4992,0,865,Four or more years,Private for-profit
Radford University,2011,4991,0,865,Four or more years,Public
University of Missouri-Kansas City,2012,4990,0,865,Four or more years,Public
University of Missouri-Kansas City,2013,4989,0,863,Four or more years,Public
University of Idaho,2012,4989,0,863,Four or more years,Public
Radford University,2013,4989,0,860,Four or more years,Public
Saint Louis University,2013,4988,0,860,Four or more years,Private not-for-profit
University of Central Missouri,2012,4987,0,859,Four or more years,Public
Radford University,2012,4985,0,858,Four or more years,Public
University of Central Missouri,2013,4982,0,855,Four or more years,Public
University of Missouri-St Louis,2012,4979,0,853,Four or more years,Public
Arizona State University-Downtown Phoenix,2013,4979,0,852,Four or more years,Public
University of Missouri-St Louis,2013,4978,0,852,Four or more years,Public
University of Idaho,2013,4972,0,851,Four or more years,Public
University of Phoenix-Southern California Campus,2011,4971,0,849,Four or more years,Private for-profit
University of Missouri-St Louis,2011,4963,0,849,Four or more years,Public
Park University,2013,4962,0,848,Four or more years,Private not-for-profit
Park University,2012,4953,0,847,Four or more years,Private not-for-profit
Chamberlain College of Nursing-Missouri,2011,4947,0,846,Four or more years,Private for-profit
Park University,2011,4943,0,845,Four or more years,Private not-for-profit
Boise State University,2011,4941,0,844,Four or more years,Public
Columbia College,2011,4936,0,843,Four or more years,Private not-for-profit
Boise State University,2012,4930,0,842,Four or more years,Public
Columbia College,2012,4930,0,841,Four or more years,Private not-for-profit
Boise State University,2013,4929,0,841,Four or more years,Public
Columbia College,2013,4926,0,840,Four or more years,Private not-for-profit
Grand Canyon University,2011,4924,0,838,Four or more years,Private for-profit
Brigham Young University-Idaho,2011,4921,0,838,Four or more years,Private not-for-profit
Missouri State University-Springfield,2013,4911,0,836,Four or more years,Public
Missouri State University-Springfield,2011,4908,0,835,Four or more years,Public
Missouri State University-Springfield,2012,4903,0,834,Four or more years,Public
Brigham Young University-Idaho,2012,4894,0,833,Four or more years,Private not-for-profit
Old Dominion University,2011,4892,0,833,Four or more years,Public
Chamberlain College of Nursing-Missouri,2012,4891,0,832,Four or more years,Private for-profit
Brigham Young University-Idaho,2013,4891,0,830,Four or more years,Private not-for-profit
University of Virginia-Main Campus,2011,4889,0,828,Four or more years,Public
Old Dominion University,2012,4887,0,827,Four or more years,Public
University of Virginia-Main Campus,2012,4885,0,827,Four or more years,Public
University of Virginia-Main Campus,2013,4882,0,826,Four or more years,Public
Northern Arizona University,2011,4878,0,825,Four or more years,Public
James Madison University,2011,4871,0,825,Four or more years,Public
Old Dominion University,2013,4864,0,824,Four or more years,Public
James Madison University,2013,4862,0,823,Four or more years,Public
James Madison University,2012,4862,0,823,Four or more years,Public
Northern Arizona University,2012,4850,0,821,Four or more years,Public
George Mason University,2011,4850,0,821,Four or more years,Public
Grand Canyon University,2012,4837,0,819,Four or more years,Private for-profit
Virginia Commonwealth University,2011,4837,0,819,Four or more years,Public
Northern Arizona University,2013,4833,0,818,Four or more years,Public
Liberty University,2011,4833,0,817,Four or more years,Private not-for-profit
Virginia Commonwealth University,2012,4832,0,816,Four or more years,Public
Virginia Commonwealth University,2013,4830,0,816,Four or more years,Public
George Mason University,2012,4829,0,816,Four or more years,Public
George Mason University,2013,4829,0,815,Four or more years,Public
University of Missouri-Columbia,2011,4828,0,815,Four or more years,Public
Grand Canyon University,2013,4827,0,815,Four or more years,Private for-profit
University of Missouri-Columbia,2012,4826,0,814,Four or more years,Public
Virginia Polytechnic Institute and State University,2013,4818,0,812,Four or more years,Public
University of Missouri-Columbia,2013,4815,0,812,Four or more years,Public
Virginia Polytechnic Institute and State University,2011,4814,0,811,Four or more years,Public
Virginia Polytechnic Institute and State University,2012,4810,0,811,Four or more years,Public
Liberty University,2012,4808,0,810,Four or more years,Private not-for-profit
University of Arizona,2011,4806,0,808,Four or more years,Public
University of Arizona,2012,4800,0,808,Four or more years,Public
University of Arizona,2013,4796,0,807,Four or more years,Public
Liberty University,2013,4792,0,807,Four or more years,Private not-for-profit
Arizona State University-Tempe,2013,4790,0,805,Four or more years,Public
Arizona State University-Tempe,2011,4789,0,805,Four or more years,Public
Arizona State University-Tempe,2012,4786,0,805,Four or more years,Public
University of Phoenix-Online Campus,2011,4785,0,804,Four or more years,Private for-profit
University of Phoenix-Online Campus,2013,4779,0,803,Four or more years,Private for-profit
Clinton Technical School,2006,4773,0,803,Less than 2 years (below associate),Public
Four Rivers Career Center,2007,4773,0,802,Less than 2 years (below associate),Public
Northwest Technical School,2006,4766,0,802,Less than 2 years (below associate),Public
Saline County Career Center,2007,4765,0,802,Less than 2 years (below associate),Public
Saline County Career Center,2006,4759,0,801,Less than 2 years (below associate),Public
Grand River Technical School,2006,4758,0,801,Less than 2 years (below associate),Public
Cape Girardeau Career and Technology Center,2007,4757,0,801,At least 2 but less than 4 years,Public
Grand River Technical School,2007,4757,0,800,Less than 2 years (below associate),Public
Cape Girardeau Career and Technology Center,2006,4753,0,800,At least 2 but less than 4 years,Public
Herndon Career Center,2011,4750,0,800,Less than 2 years (below associate),Public
Eastern Virginia Medical School,2010,4750,0,799,Four or more years,Public
Institute of Advanced Medical Esthetics,2013,4748,0,798,Less than 2 years (below associate),Private for-profit
Dallas County Technical Center,2013,4748,0,798,Less than 2 years (below associate),Public
Dallas County Technical Center,2011,4748,0,798,Less than 2 years (below associate),Public
East Valley Institute of Technology,2007,4745,0,796,Less than 2 years (below associate),Public
Lake Career and Technical Center,2007,4744,0,794,Less than 2 years (below associate),Public
East Valley Institute of Technology,2006,4743,0,792,Less than 2 years (below associate),Public
Eldon Career Center,2008,4741,0,791,Less than 2 years (below associate),Public
Eastern Virginia Medical School,2009,4740,0,790,Four or more years,Public
Eastern Virginia Medical School,2006,4740,0,790,Four or more years,Public
Lebanon Technology and Career Center,2006,4737,0,788,Less than 2 years (below associate),Public
Eastern Virginia Medical School,2007,4736,0,788,Four or more years,Public
Vatterott College-Berkeley,2006,4732,0,787,Four or more years,Private for-profit
Eastern Virginia Medical School,2008,4729,0,785,Four or more years,Public
Waynesville Career Center,2013,4728,0,784,Less than 2 years (below associate),Public
Four Rivers Career Center,2013,4725,0,784,Less than 2 years (below associate),Public
Four Rivers Career Center,2006,4725,0,783,Less than 2 years (below associate),Public
Institute for the Psychological Sciences,2007,4724,0,782,Four or more years,Private not-for-profit
Institute for the Psychological Sciences,2008,4722,0,781,Four or more years,Private not-for-profit
Thunderbird School of Global Management,2008,4722,0,780,Four or more years,Private not-for-profit
Four Rivers Career Center,2008,4721,0,780,Less than 2 years (below associate),Public
Northwest Technical School,2013,4718,0,779,Less than 2 years (below associate),Public
Institute for the Psychological Sciences,2006,4716,0,779,Four or more years,Private not-for-profit
Mr Leon's School of Hair Design-Moscow,2006,4715,0,779,At least 2 but less than 4 years,Private for-profit
Southside Regional Medical Center Professional Schools,2007,4715,0,778,At least 2 but less than 4 years,Private for-profit
